"","Gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description"
"1","LOC408867",771.055805386996,1.40207688215346,0.318089421988335,4.40780731842406,1.04422376286031e-05,0.0492637670018663,"alpha,alpha-trehalose-phosphate synthase [UDP-forming], transcript variant X2"
"2","LOC410451",1680.83249943672,2.82661480615965,0.591327735971683,4.7801153813881,1.75194619816871e-06,0.0183568922644117,"venom serine carboxypeptidase"
"3","LOC726883",378.232782303604,2.49292519964522,0.574112844236635,4.34222161143236,1.41049151560984e-05,0.0492637670018663,"CD109 antigen, transcript variant X1"
